destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Work,Alone,Sunny,55,7AM,Coffee House,2,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,between 1 to 3,between 1 to 3,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Bar,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),24,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,between 1 to 3,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Bar,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Bar,24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),24,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,greater than 8,never,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),24,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,between 1 to 3,less than 1,less than 1,between 1 to 3,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),24,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,between 1 to 3,between 1 to 3,between 1 to 3,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),24,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Bar,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,24,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less than 1,less than 1,between 1 to 3,greater than 8,less than 1,1,1,1,0,1,1
